# SYNTHETIC DATA - GENERATED, NOT MEASURED - NOT AN EMPIRICAL FINDING
# generated: 2026-09-04
# twelve indicators of four latent predictors (loadings 0.75) plus a rare
#   binary outcome generated from a logistic model on the latent values
# outcome coefficients: 0.6, 0.4, -0.3, -0.25; marginal rate 0.005
# n = 25000, seed = 424242
# 'true_probability' is the generating probability for each row. It does
#   not exist in real data and is present only to make calibration error
#   separable from outcome noise.
# regenerate with: python3 synthetic/generate_synthetic_datasets.py
unsafeacts_1,unsafeacts_2,unsafeacts_3,operationalstress_1,operationalstress_2,operationalstress_3,systemcondition_1,systemcondition_2,systemcondition_3,safetyresponsecapability_1,safetyresponsecapability_2,safetyresponsecapability_3,recordable,true_probability
-0.903967,-1.22123,-0.951954,-2.0019,-2.02576,-2.06961,-1.70557,-1.00084,-1.49466,-1.14493,-1.27547,-1.01337,0,0.00187981
1.55385,0.420334,0.644531,0.678008,-0.562098,-0.690247,0.743828,1.14947,0.245155,-0.615021,-0.259311,0.108769,0,0.00648157
1.07235,1.01013,1.25104,0.197343,0.770341,-0.597848,0.438109,0.214843,-0.00242747,1.6164,1.17278,0.756286,0,0.00471055
0.47795,0.956832,1.05171,0.413339,1.23615,1.73759,0.966355,0.919483,1.64638,-0.000972219,0.81526,0.228967,0,0.00864452
-0.719382,-0.662494,-0.480456,0.455372,-0.166314,0.788599,-0.903691,-0.865706,-1.96112,-1.77407,-1.61078,-2.17669,0,0.0048886
-0.923158,0.37286,-1.95458,-1.19177,-0.28205,-1.55296,-0.597391,-0.617687,-0.300882,-0.946957,-0.840726,0.150207,0,0.000976705
-0.364424,-0.777311,-0.528021,-0.165853,0.201388,-0.932708,-1.02044,-0.644656,-0.12108,-0.570439,-0.730938,-0.691349,0,0.00350974
0.730668,1.07517,-0.448755,1.13036,2.54986,1.51927,-0.869006,1.30402,0.149228,0.0896925,0.748665,0.219164,0,0.0104132
-1.02658,-0.67921,0.159399,0.219128,0.36292,0.544274,-0.302083,-0.416699,0.80951,1.36067,-1.18216,0.468907,0,0.00254771
-1.18893,-0.331803,-0.63355,-1.40391,-0.379085,-0.633631,0.143737,-0.554656,-0.970697,-2.48564,-0.829192,-1.15282,0,0.00245579
-0.777566,-0.16743,0.585986,0.166249,-0.0325879,-1.15737,-0.281634,-0.735417,-0.979156,1.794,1.62134,2.27005,0,0.00442713
-0.754173,-0.895809,-0.0724236,0.31211,-0.489405,-0.393295,-0.99755,-0.0879107,2.78235,0.564308,-0.978563,-1.04839,0,0.00214286
0.526102,1.5183,-0.0303506,-0.790709,-1.10367,0.659224,2.05252,0.786365,1.85334,0.97694,-0.0419364,-0.480677,0,0.00211534
0.351296,-0.798099,0.897426,-0.386169,-1.03732,-0.824048,-0.573688,-0.965317,-0.440583,-0.214214,-0.0353956,0.819801,0,0.00312565
1.06186,0.876744,1.6636,-0.0794582,-0.360442,-0.55838,-0.540149,-0.177662,-0.341148,0.31444,0.72645,-1.04759,0,0.00352548
-1.05439,0.0913677,-0.872352,-0.162681,-1.28194,-0.546307,0.507372,0.633118,-0.0474172,-0.0377659,0.786581,2.24013,0,0.00115357
-0.651127,0.263028,-0.284303,0.377726,-0.46105,0.402753,0.78789,1.56693,1.33478,-1.24987,-0.933472,0.41696,0,0.00297311
-1.44436,-0.91792,-1.25662,0.961452,-0.402516,0.422729,-0.0597968,0.488751,-0.240435,-0.248029,-1.3803,-0.388322,0,0.00286046
0.32895,1.49912,-0.0206968,0.514527,-0.332139,0.141502,0.132173,0.163018,0.42786,0.515389,-0.535209,0.736582,0,0.00444535
0.52181,-0.476917,-1.3864,-0.119629,-0.812586,-0.162331,0.686571,1.04191,0.642352,-1.30083,-0.899317,-1.08146,0,0.00179219
-0.550286,-0.317798,-1.06161,-0.699365,-1.55991,-0.552899,0.0510741,-0.585246,0.426503,0.389136,-0.998326,0.108925,0,0.00180159
-0.232015,-0.51074,0.327577,-0.949053,0.133844,-0.202564,0.035589,1.0709,0.603219,-1.82567,-0.182594,-0.263934,0,0.00307053
2.03544,1.38227,0.394077,0.304945,-0.179421,1.60854,0.09257,0.122927,0.82399,-0.444006,0.354527,0.98254,0,0.0107522
0.29452,-0.470544,-1.60308,-0.214756,0.151296,0.488396,-0.432812,-1.83709,-2.28506,0.123501,1.25108,-0.176331,0,0.00471591
0.107546,-0.312789,0.889723,0.0828666,0.351865,1.12581,-0.0451189,0.150234,-0.240115,-0.215154,-0.663367,0.720333,0,0.00435493
1.04393,0.884446,0.678685,-0.0447713,0.167465,1.12897,-0.0115761,0.721411,-0.0922528,0.347235,0.503726,0.112773,0,0.00852135
0.526367,0.0307348,-0.0554219,0.150769,0.75237,-1.13397,0.905084,-0.406511,1.55233,-0.519825,-0.930679,0.127671,0,0.00702039
-1.02261,-0.0513784,-0.397185,0.470631,0.302767,0.868164,-0.0476727,0.515129,-0.0424913,-0.229539,0.376367,-0.702161,0,0.00354706
-1.1069,-0.518495,0.466753,0.611983,0.337186,0.779066,0.0900008,1.59397,0.554638,1.33302,0.802398,1.81622,0,0.00309226
1.85137,-0.250803,1.11605,1.16932,0.648132,0.443542,-0.839158,-0.848862,-0.824499,0.13628,-0.0556241,1.83663,0,0.0177945
-0.303311,0.130286,-1.52587,0.361043,0.132459,0.899404,-0.808011,-1.73305,-1.8949,0.871,-0.353248,0.234205,0,0.00597912
-0.859771,-0.44765,0.176107,-0.772138,-0.34817,-0.593094,-1.42873,-0.926107,-0.397702,-1.16292,-1.72259,-1.0288,0,0.0027933
-0.25529,-0.636782,0.655301,0.503699,-0.754072,0.542614,-0.051817,1.62568,-1.04079,0.484008,0.721804,0.472586,0,0.00256353
0.0143663,-1.59934,-0.188501,-0.308515,-1.49125,0.227208,-0.260192,-0.75159,-0.488226,-0.0671892,-0.237614,-0.118258,0,0.00285952
1.789,1.94263,1.61564,0.76913,0.440136,1.46146,1.67798,1.82777,1.46819,0.850945,1.62709,0.706098,0,0.0134826
-2.41748,-0.784989,-1.08109,0.413312,-1.76769,-0.0761476,-0.481871,0.44291,-0.40767,1.06438,1.85282,1.14526,0,0.000880819
0.223529,0.44779,1.06618,-0.575737,0.548798,0.26657,-0.747389,-0.0863236,-0.967634,-0.655636,0.942802,0.075948,0,0.00655305
-1.4433,0.085138,-0.767143,-0.810358,0.77378,-0.707673,-1.93832,-0.538212,-1.47948,-2.35765,-1.71808,-0.785688,0,0.00457757
0.0817716,-0.453568,-0.273822,0.307644,-0.00849146,0.805217,-1.04004,0.996566,1.09381,0.0101688,-0.314533,-1.50506,0,0.00390943
-0.527314,-0.316029,-1.16746,-1.13542,-0.48168,-0.158531,0.876296,-0.143641,0.888901,0.204527,-0.431363,-0.626731,0,0.000958854
0.962322,-0.898635,0.285829,1.36907,1.92967,2.62681,0.194459,1.32025,-1.0919,0.693316,0.831058,0.00350284,0,0.0103377
0.899875,1.28761,-0.243912,0.364612,-0.397343,0.173718,-1.05406,0.0824348,0.414317,-0.981735,-0.204557,0.0493565,0,0.00603575
0.0242363,-0.457316,0.245083,1.60741,1.03804,-0.669429,-2.03353,-1.15798,-1.1125,0.713065,-0.876563,0.0523363,0,0.00826161
-1.49806,-0.0501262,-0.424171,1.32477,0.675431,1.39612,-0.866855,-0.469522,0.445613,-0.00269268,0.234727,-1.0277,0,0.00661863
1.87428,0.111961,0.704368,-0.0715645,0.517505,0.807944,0.356189,0.564479,0.397144,-0.437888,1.64726,-0.363681,0,0.00905987
0.443525,1.66126,0.815145,1.54832,0.782248,0.63658,0.850984,1.35688,1.28111,1.12355,1.48451,2.78627,0,0.00543398
-1.11684,-0.963565,-1.98528,0.899652,0.479118,0.995905,-0.256576,0.360876,0.83916,-2.00255,-0.67524,-1.34364,0,0.00264096
1.28583,0.291328,1.4665,-1.0725,-1.42108,-0.741199,1.28369,1.55447,1.87898,-1.77995,-0.799738,-0.523597,0,0.00332365
-0.224065,-0.824228,0.432057,0.246457,0.583127,-1.20872,-0.375092,-0.228106,-1.41958,1.76405,-0.692709,0.991952,0,0.00262068
-0.474024,-1.32407,-1.04499,-1.07697,-0.624591,-1.112,-0.443072,-0.767931,-0.116568,-1.41695,-0.799876,-1.07612,0,0.00257617
-2.05134,-1.53127,-1.25936,0.156391,-1.06761,-1.10209,-0.209262,0.545165,-0.87098,0.510203,-1.32542,0.812845,0,0.00118423
0.130222,0.0117905,0.276061,0.920986,0.149283,0.0180091,-0.434456,-1.48003,0.901225,-1.71017,-0.327898,0.349072,0,0.00787437
-0.402057,-0.838012,-0.840904,-1.30723,-0.770029,-0.887822,1.47835,1.10666,-0.586041,-1.10832,-1.50549,-0.447057,0,0.00145518
1.74054,2.25424,0.857425,-0.393233,0.176083,-1.57524,-0.141264,-0.46753,-0.666622,0.611856,1.04111,1.43629,0,0.0111179
-1.01553,0.483776,0.895277,-0.171163,0.829038,0.422968,-0.430926,0.267087,0.574268,1.74093,-0.155655,0.494266,0,0.0041019
2.23877,0.314837,1.76515,-0.919549,-1.93078,-1.76052,-0.435775,-0.903318,-0.176678,-0.0492966,0.0442885,0.204573,0,0.00767811
-0.197801,-0.0187067,0.881959,-0.322943,-0.988533,-1.5105,-0.397342,-1.14714,-0.602062,1.37854,0.0649163,1.22819,0,0.00521598
-1.89586,-2.16402,-1.43925,-2.04748,-1.68214,-1.18255,-0.101819,-0.440345,-1.05415,-0.156274,0.603355,-0.0776097,0,0.000736502
0.430869,-0.000789141,0.397809,-1.04276,-1.04797,-0.77309,-1.36161,-1.23103,0.666791,1.08971,-1.0946,-0.0380529,0,0.00351385
-0.811604,-0.766674,-0.199034,-1.04455,-2.74601,-0.338093,-0.628438,1.08706,-0.462145,0.154251,0.522981,-0.0235755,0,0.00157054
0.89155,0.138092,-0.212023,0.787368,1.47992,1.3217,-1.1953,-0.33403,-1.10554,-0.45652,-0.400882,-1.92887,0,0.017047
0.259595,0.443654,0.98504,-0.0171084,-2.25221,-0.302433,1.08018,-0.20572,-0.0532298,0.428697,0.463248,0.419963,0,0.00474165
-1.21229,-0.651338,-0.539531,-0.121198,-1.91976,0.448377,2.12399,2.08783,2.07803,0.124735,-0.293958,0.171177,0,0.000988077
-0.573423,-0.870855,-1.0059,-0.953086,-1.57744,-1.81918,-2.0219,-1.18977,-1.12988,0.113864,0.345677,-0.125563,0,0.00275966
-0.990219,-0.892238,-0.366375,-1.09426,0.241703,-0.129847,0.603179,-1.06163,0.911163,-1.1954,0.842351,-0.111188,0,0.00160681
0.760385,1.70318,0.247324,0.129262,1.49557,0.880681,1.18552,0.395172,-0.0307865,-0.363316,0.591935,0.505629,0,0.00566349
0.0102334,-0.816388,-0.429131,1.26147,-0.549652,-0.473413,-0.124675,1.20808,0.514344,-0.945215,-0.657976,-0.443449,0,0.00351361
1.76224,0.037593,2.0821,2.25974,0.597261,-0.461572,1.99346,1.02125,2.55789,-0.470543,0.53461,-0.274692,0,0.00773247
-1.91815,-0.138276,-1.56457,-0.438171,-0.734467,-1.15742,0.27285,-0.0106605,1.47049,-0.236224,-0.723595,-0.484288,0,0.00146764
-0.987627,-1.58919,0.162808,0.796508,-0.996801,-0.0410456,-1.09739,-0.893161,-1.29123,-0.759206,-0.158821,-1.43636,0,0.00325668
-0.0465376,0.763149,2.06363,1.06695,0.673596,0.419301,-0.185055,-1.36106,0.676105,0.989581,-0.462079,0.331323,0,0.0072398
0.758104,-0.543041,1.30141,1.23395,0.921144,-0.0860295,-1.29716,-1.49712,-2.00189,-0.0779989,0.782336,1.50068,0,0.00914481
0.45927,0.0408885,0.0650863,-0.599097,-1.60494,0.202488,0.842831,0.105307,-0.0957425,-0.0984763,-0.902682,0.972533,0,0.00349568
-0.713877,-0.328574,0.076306,-0.189437,-0.474185,0.345136,-1.27413,0.0337527,0.0456775,0.204078,0.968593,0.226504,0,0.0030668
-1.06745,0.0690667,-1.55038,0.633675,0.296043,-0.87778,-0.714227,-1.69025,-2.38831,0.85625,0.83728,3.06876,0,0.00406638
-0.955896,-0.0136454,0.156385,-0.745804,-0.380709,-0.110602,0.0851704,-0.580071,-1.14004,1.27396,0.0623959,0.0576856,0,0.00430837
0.161692,0.371386,1.40577,1.0669,0.540044,-0.444018,-0.873945,-0.5832,-0.0805443,0.763324,-0.0931798,1.07673,0,0.00630446
-1.06231,-0.785566,-1.97733,-0.037499,0.383693,0.170743,-1.47881,-1.09362,-1.63548,-0.524869,-1.19779,-0.532784,0,0.00260457
-0.523684,-1.37774,-0.470475,0.263732,-1.18917,0.24011,0.174526,0.229021,1.65194,-0.239881,-0.11599,0.133047,0,0.00320563
0.441546,0.563367,-0.125505,-1.46937,0.310446,-0.152995,0.492064,-0.317043,-0.281985,0.28691,-0.6715,0.462255,0,0.00347472
0.821373,0.401256,-0.589745,-0.904751,-1.2874,-0.926796,-1.41897,-0.464492,-0.240247,0.367197,0.703856,0.530687,0,0.0063198
1.2331,1.65886,0.910966,1.71044,1.93265,1.83336,0.290108,-0.175258,-1.35084,0.295307,0.332523,1.04872,0,0.0121207
-2.60293,-2.93814,-2.28824,-0.972122,-1.58029,-1.37588,0.548848,-0.393005,-0.557137,-0.0573809,-1.90181,-0.171092,0,0.000211235
0.213187,0.00507498,-1.14026,0.218254,-0.319111,-0.558546,1.04356,1.2725,1.06806,0.440397,-0.283589,-0.0316435,0,0.00335268
1.00205,1.51538,0.831624,-0.196643,-0.63367,-0.738103,2.4055,1.17753,2.30128,1.17236,2.68837,2.75955,0,0.00244247
0.157375,-0.558652,-0.474927,-1.39845,-1.40784,-1.47657,-0.720314,-1.41934,0.249467,0.861552,-0.476126,-0.554075,0,0.00269718
-1.23697,-0.0338356,-2.16257,-0.548238,-1.03117,-0.725198,0.870613,1.99208,0.0785344,0.132225,-0.0611557,-0.472337,0,0.00164915
0.949114,1.16877,0.488244,-1.64803,-0.459289,-0.477983,-0.487725,-0.918491,-0.625714,0.804431,-0.47796,-0.446075,0,0.00631343
0.213381,0.963014,1.63045,-0.220825,-0.462256,0.799016,-0.0311032,1.97235,0.837772,1.57753,1.19301,0.0923195,0,0.00500626
2.23681,1.35544,0.839615,0.635251,0.27675,0.830603,1.22498,1.05866,2.05312,0.373151,-0.0707431,0.82857,0,0.00460998
0.891972,2.13443,1.47616,0.857991,1.47037,2.09609,0.145589,0.993452,0.0806437,1.24234,0.0432147,1.72634,0,0.00928176
-0.187296,0.212082,-0.365706,2.28812,0.623614,0.160772,0.117818,0.759336,0.261977,1.11388,0.789766,0.378839,0,0.00311624
-0.805606,-0.759486,-0.2209,-0.911004,-0.330748,-0.201438,0.343436,0.316933,0.612878,-0.175363,-1.52024,-1.10179,0,0.00194758
-1.31131,-0.690355,-1.13301,-2.10982,-1.31166,-1.11036,-1.99506,-1.64591,-2.28718,-1.54958,-1.89115,-3.18128,0,0.00361006
0.0406323,0.0264238,0.285497,-0.436277,0.0404771,0.107114,0.498831,-0.543935,0.972778,1.16022,0.556045,0.706931,0,0.00511609
1.16249,0.27546,0.751247,-0.634751,-0.720537,0.000192798,-0.983988,-0.196903,-1.35499,-0.937947,-0.22649,0.904908,0,0.00555989
-1.01609,-0.863376,0.279559,0.24273,-1.59661,-1.13063,-1.20955,-0.473889,-0.817263,-1.35098,-0.677962,-0.775258,0,0.00481561
0.213235,1.05372,0.888451,-1.06072,-0.984368,-1.48294,-1.35245,-1.17578,-1.25709,-1.77394,-1.23799,-0.956452,0,0.00558392
-0.559441,-0.223773,-0.985342,0.550128,0.356104,0.345228,0.0678635,-1.60045,-1.00415,-0.271647,-1.93316,-1.11419,0,0.00716039
-0.447831,-1.08921,-0.47674,-0.557672,-0.7172,-0.804344,-1.1153,-1.4792,-1.83295,0.73781,1.5042,-0.406002,0,0.0036143
-0.226322,-1.3911,-0.110705,-0.159391,-0.681966,-1.02545,0.719613,0.592403,0.531707,0.0676542,1.10208,0.774221,0,0.00133759
0.627873,-0.0302295,1.61758,0.360417,0.671237,0.80188,1.11358,-0.177882,-0.504388,0.973412,1.05109,1.55313,0,0.00982133
-0.221992,1.79667,0.675565,1.4405,-1.17356,-1.23408,-0.448718,-1.55204,-0.830545,0.160262,-0.304364,-1.79081,0,0.00943283
-0.333681,-1.12848,-1.26952,0.0227885,-0.889828,-0.190668,0.465966,0.139943,-0.329677,0.172316,-0.230023,0.540156,0,0.00254621
-1.13695,-0.405581,-1.82426,-0.380081,1.62617,0.31647,-0.812708,-0.872391,-0.581447,-0.0708537,0.192166,0.109213,0,0.002833
-0.242191,-1.46325,0.122351,-2.76799,-0.920945,-0.764929,-0.614905,-0.655703,-0.287238,-1.14028,-1.22056,-2.23376,0,0.00400089
-0.179469,0.00613291,0.870425,0.805742,0.720013,0.47526,1.57797,0.329983,1.3328,0.910526,2.23265,1.81393,0,0.00242271
-2.39219,-2.19588,-0.247197,-0.590102,-0.270841,0.125529,0.678549,0.0124151,-1.14663,-0.80661,-0.774763,-1.80818,0,0.00298097
-1.06687,-1.16816,-0.344954,1.08469,1.02647,1.15968,-0.527818,-0.0609122,-1.35548,-0.876912,-2.00646,-0.706028,0,0.00598657
1.56536,0.61659,1.95725,-0.0393137,0.332703,-0.797517,-0.0652109,-0.137156,-0.27109,-0.669225,0.879165,-1.16171,0,0.0144663
-0.465438,0.146906,0.220788,-0.930807,-0.877892,-0.32591,-1.06229,-1.07078,-0.178608,0.154067,-1.65607,-1.32041,0,0.00373565
0.0571929,-0.231599,-0.255455,-1.46357,0.179145,1.04469,-1.42641,-2.27345,-1.55785,-0.352753,-0.990215,-0.833212,0,0.00780674
-0.278297,-0.441519,-0.0839946,-1.32871,-2.29874,-0.593187,-0.136567,0.507038,-1.17095,-0.00921499,0.0387168,0.165421,0,0.00198222
0.864892,0.895055,0.347676,-0.790264,-0.184669,1.30518,-1.84012,-0.0635626,0.362582,1.21616,0.656167,0.457552,0,0.00474756
-0.480743,-0.687745,0.462564,-0.886484,-0.24946,-1.18878,0.937422,0.958776,0.366834,-1.59139,-1.59667,-2.70717,0,0.00569634
-0.0426191,-0.990936,-0.788764,-0.942905,0.6085,1.2777,-0.841973,0.55082,0.114306,1.10582,0.475958,-0.143953,0,0.00179833
1.31003,0.783856,1.3995,-0.8152,-0.592773,0.698239,1.20266,-1.62102,0.496927,-0.0244359,1.14183,0.22821,0,0.0112562
0.43327,0.0809736,0.568202,-1.73567,-0.28548,-1.02318,0.110654,-0.0643552,0.356627,1.02339,0.91398,0.284092,0,0.00119291
1.33324,-0.784949,-0.103568,-0.708269,-1.08702,-0.265147,0.755473,1.47594,0.0442352,-1.13502,-0.788444,-1.43745,0,0.00403042
1.01211,-0.5849,0.65622,-1.70735,-0.195657,-1.84736,1.68368,1.59693,1.11003,2.05772,0.807157,0.780245,0,0.000784209
-0.0962939,-1.79984,-0.476676,-0.218372,-0.714767,-0.324426,-0.935503,-3.14551,-1.49282,0.088947,0.713597,-1.10965,0,0.00727848
-2.45327,0.395488,-1.84679,-0.439614,-0.38504,0.28173,-1.45407,-1.25619,-0.808386,-0.215722,-1.1715,-1.28854,0,0.00158438
-0.4861,1.29755,1.12769,0.972791,0.800434,0.436895,0.683263,-0.0251387,0.750978,1.73412,0.838306,1.27299,0,0.00529325
-0.0445513,-0.919021,-1.48123,-1.1646,-2.01372,-2.57368,-0.137903,-0.243509,-0.101631,-1.00652,-0.0647763,-1.36956,0,0.00120439
0.152056,0.546595,0.335572,0.464746,-1.31115,-1.95594,1.69089,0.368038,1.11041,0.292432,0.305658,0.125253,0,0.00222529
-0.719693,-0.571844,0.487516,-0.0905731,-3.09873,-1.42623,0.632091,-1.02287,0.103618,-0.929868,1.55714,0.978431,0,0.00088891
-0.814757,-0.174119,0.707439,-0.229623,0.272522,-0.717893,-0.117984,0.188642,0.681384,0.243189,0.313877,1.4838,0,0.00218942
0.330491,1.2504,0.48009,-0.115103,-0.300246,-1.1043,-0.203947,0.136357,1.13305,-0.133718,-0.412127,-0.193866,0,0.00534127
-1.25242,0.424734,0.754463,1.46251,0.755031,1.70802,-0.11306,-1.32922,0.556929,0.825261,-0.508134,-0.841515,0,0.00809857
-0.821163,-1.01167,-1.38633,1.30272,-0.317504,0.575536,0.404394,0.7645,0.571883,2.07648,1.17348,0.629595,0,0.00215933
0.326172,0.173465,1.17462,0.78375,0.514515,0.682478,-0.224514,0.47599,0.559659,-0.402721,2.6352,0.794754,0,0.00589298
-1.39844,-0.795718,0.261002,-0.731636,-0.261245,-0.664191,-1.67559,0.823885,0.640937,-1.2696,0.671828,-0.664464,0,0.00354037
-0.234902,-1.33022,-0.0901427,-0.661811,-1.69299,0.315976,-0.497739,0.3866,1.45176,-0.142135,-0.590414,-1.44846,0,0.00275741
-1.28641,-2.57794,-2.76364,-0.411472,-1.12874,-0.464203,-0.365463,0.00988059,-0.52704,0.0783569,1.13819,-0.13829,0,0.000740007
-0.015484,-0.446367,0.214023,1.22821,-0.0933167,-0.663869,-0.819696,-0.0439306,-1.27772,-0.650595,0.570078,0.00277609,0,0.00440224
-0.86396,-0.595606,0.0619972,1.13117,1.30675,-0.397702,-1.04658,-0.605374,-0.388326,-2.54155,-1.49618,-2.26074,0,0.00694809
-0.768181,-0.495112,-2.0438,-0.0525728,-0.375732,-1.27145,0.962451,0.507346,0.992311,0.882438,0.448746,0.0807223,0,0.00145339
0.485253,0.700062,-0.840219,-0.809722,0.297249,1.47528,1.22677,1.68424,0.967923,1.4955,1.45712,0.565443,0,0.00194849
0.33116,-0.0996278,0.202134,-0.621043,-0.851902,-0.380616,-0.671502,0.104556,-0.593782,-0.880596,-0.97522,-1.30401,0,0.00337098
-0.917599,-1.91465,-1.27817,1.29844,-0.346252,0.243622,1.01819,0.165681,-0.32713,-0.632646,-1.7554,-1.01411,0,0.00279339
2.05552,1.14268,1.044,0.325484,0.507721,1.31834,-0.814321,-0.245429,-0.278019,-1.31681,0.00498727,-0.955934,1,0.0148252
0.420508,0.560453,0.617786,-0.234835,-1.2046,0.36915,-0.053213,0.443789,0.928936,1.54656,0.0563391,-0.329871,0,0.00713475
-0.0796132,-1.16263,0.690926,-1.0609,-1.63176,-0.145039,-0.296037,-0.0996149,0.354313,-0.495742,0.484357,-1.9775,0,0.00406164
-0.70052,0.875167,-0.284698,1.47686,1.08678,2.11076,0.975432,0.898588,0.6201,0.358913,1.3876,1.35785,0,0.00925073
0.964963,-0.371739,1.28772,-0.397064,-0.615766,-2.05172,-0.619977,-0.245389,0.459056,0.244158,0.899064,-0.256464,0,0.00320698
-0.443568,0.628889,0.596657,-0.248268,0.681332,1.76046,-0.776812,1.36651,-0.847758,0.5667,1.59602,0.751219,0,0.00369193
-1.07325,-0.696577,-0.70943,-1.68209,0.530912,-0.400537,-0.784876,-0.718438,0.3347,-1.08469,-0.404918,0.192374,0,0.00311283
-0.346559,0.0637385,0.016113,0.758542,0.810047,0.196489,0.531933,-0.418762,-0.546832,-0.549559,0.380576,1.1256,0,0.00373771
-0.658739,-0.805511,-1.92776,0.0524907,0.381179,-0.229364,1.22901,0.233228,-0.277401,-0.273336,1.37965,1.26483,0,0.00205457
0.440154,1.64309,0.199778,0.813689,1.60811,-0.383103,0.332929,0.222621,-0.257594,0.196235,0.962284,1.04123,0,0.00528224
