# SYNTHETIC DATA - GENERATED, NOT MEASURED - NOT AN EMPIRICAL FINDING
# generated: 2026-09-04
# twelve indicators of four latent predictors plus a zero-inflated Poisson
#   count outcome
# count coefficients 0.35, 0.20, -0.15, -0.10; base mean 1.5
# structural-zero coefficients -0.30, 0, 0, 0.25; structural-zero rate 0.38
# n = 8000, seed = 771
# observed zeros are a mixture of Poisson zeros and structural zeros; the
#   two are not separable from the counts alone
# regenerate with: python3 synthetic/generate_synthetic_datasets.py
unsafeacts_1,unsafeacts_2,unsafeacts_3,operationalstress_1,operationalstress_2,operationalstress_3,systemcondition_1,systemcondition_2,systemcondition_3,safetyresponsecapability_1,safetyresponsecapability_2,safetyresponsecapability_3,recordable_count,poisson_mean,structural_zero_probability
1.01874,0.306022,0.618932,1.64529,1.14583,0.748913,-0.512645,0.346659,-1.36435,-0.0953868,-1.49011,-0.671875,5,3.08414,0.292014
0.16468,-0.743091,-1.61745,-0.214214,1.53075,1.03006,-1.71711,-0.7769,-0.232023,-0.90294,-0.936201,-1.08859,0,1.78025,0.409638
0.278851,1.15847,0.266094,-0.219565,-0.482834,0.972516,0.811544,-0.0510091,-0.206956,0.589952,-1.38224,0.432738,0,1.73591,0.355526
-1.73659,-1.61951,-0.66993,1.19418,1.9236,1.20691,1.032,-0.305636,0.778493,0.0055419,-0.459662,-0.172526,0,0.961577,0.523352
0.0401391,0.961086,-0.828747,1.27673,1.70574,1.09983,0.794686,0.531162,-0.597298,1.04993,0.905401,0.226828,4,1.84921,0.411735
-1.10424,0.11554,-0.299871,-1.34752,-0.538817,-2.09881,0.699875,-1.02319,-0.140633,-1.42005,-0.524168,-1.18155,2,1.02447,0.357988
-0.654158,0.286853,-0.494523,-0.492434,-1.31326,-0.425094,-1.14452,-0.905485,-0.981396,0.339028,1.04246,-0.190499,0,1.50815,0.449001
-0.397162,-0.896793,-0.844964,-0.297881,-1.19032,-2.07862,-0.0360684,0.44483,0.651331,-0.176313,-0.12676,-1.17029,0,1.22843,0.349952
-0.540218,-0.88457,-0.466369,1.3631,1.63859,1.94066,-1.00552,-0.773313,0.271088,-0.140655,0.262391,1.01615,1,1.4094,0.508902
2.09368,0.0768028,1.6729,1.93681,1.13085,2.2693,-0.620438,1.14517,-0.449084,1.1996,1.76541,0.0666026,0,3.48632,0.347608
-0.539944,-0.541737,-0.836378,-0.153612,0.87276,1.13311,0.884535,0.00130348,-0.0538483,-0.478133,-0.0023201,1.23198,0,1.02304,0.522053
-1.51799,-0.360798,-1.89599,0.0742719,-0.127424,-0.60411,-1.288,-0.994912,-0.5838,0.260203,0.973028,-0.549707,1,1.27289,0.448243
2.14944,0.666994,1.06233,1.04296,0.364066,0.174173,1.92595,1.42099,1.9553,0.872125,0.111268,-0.684113,3,3.17358,0.2247
0.237619,1.12879,1.05589,-0.22168,-0.272327,0.2838,-0.135535,0.190539,-0.00537921,-0.286402,-1.37438,-0.120647,0,2.41773,0.26571
0.0440751,-0.322856,0.780321,-0.36748,-1.16383,-2.19368,-0.919253,0.729371,0.00994831,-0.436151,-1.0049,-0.529214,2,2.42093,0.287683
0.943057,0.0135546,1.23685,0.955662,0.849867,0.41968,0.509241,0.54894,-0.22381,-0.426355,0.388786,0.677664,0,2.35931,0.329711
-0.0529913,-0.311564,-1.13765,-1.41433,0.398618,-1.53398,-1.3851,0.386767,0.192111,-0.0591431,-1.11646,0.459657,2,1.22866,0.372652
0.675189,-1.24101,-0.089879,0.830923,-0.900943,-0.946813,-0.342138,0.640098,-0.501277,-0.954789,-0.877334,-0.0818251,1,1.45149,0.369429
0.357827,1.34428,1.53492,-0.292374,-0.586013,-0.562736,-0.294812,-0.429775,0.0473397,1.03048,0.691113,0.706783,0,1.37456,0.416912
-0.268263,-0.200565,-1.08,-0.828474,-0.964804,-0.725896,-0.189917,-0.50254,-0.205204,-0.891676,-1.27101,-1.568,3,1.32479,0.346122
-0.90709,-1.30955,0.795416,0.422448,-0.316423,-0.167222,1.47685,-0.332652,-0.256873,-1.78442,-2.33365,0.0547617,0,1.19307,0.378296
0.317873,-0.489043,0.25384,0.896296,1.25002,2.11893,2.04789,1.14472,1.12034,0.288211,0.786432,-0.0743933,0,1.31497,0.449499
1.11816,-0.364803,0.0167631,0.638497,0.393398,1.28167,-1.15978,0.144667,-0.0580538,-1.93658,-0.123234,0.0553282,0,1.72084,0.295224
-0.282284,-0.666858,-0.152051,-0.212295,-1.35212,-0.561195,-1.79465,-1.21821,-1.45362,0.0795897,0.278006,-0.674772,0,1.43632,0.392707
0.148432,-0.298451,0.074476,0.269191,-0.158487,0.0467969,1.94487,1.12874,1.78533,0.235903,-1.46102,0.589275,3,1.58878,0.362249
1.11977,0.574075,0.512603,0.108432,0.895597,0.483003,-0.598844,0.0552662,-0.175038,-0.632748,-0.205966,0.658525,6,2.3664,0.32121
0.0303921,0.606376,-0.703676,-0.409531,0.281368,2.03862,0.129006,-0.293293,-0.11189,-0.0961307,0.631679,-0.00597446,0,1.92195,0.353476
-2.04891,-0.851015,-0.604414,0.271044,-0.220177,1.13792,1.4204,0.828855,1.04041,1.95866,2.13069,1.33587,1,0.744989,0.574535
-1.36584,1.10638,0.125427,-0.789996,-1.03618,-0.926568,-0.0962289,-1.67393,-1.06888,-0.288262,0.140131,0.0319264,1,0.935152,0.47354
0.150274,1.34564,1.30197,0.201952,0.807045,1.75801,-0.760719,0.350554,0.355627,-0.949365,0.50637,-0.139153,3,4.31401,0.240602
0.109146,1.13158,0.19211,0.411788,0.68296,1.55848,0.160325,0.676736,-0.692114,0.267911,1.18222,-0.576567,3,1.87746,0.367604
0.0343553,1.32515,-0.895787,-0.956541,0.0197355,-0.0732704,-0.292216,-0.620707,-0.81733,1.01076,1.44655,0.939348,1,1.28886,0.474221
0.397772,-0.439668,0.192757,0.352889,0.274053,0.610709,0.490767,0.653423,0.895059,-1.50672,-0.236867,-0.12664,0,1.2904,0.385791
1.09746,0.595361,-0.341463,0.879637,1.56038,1.08777,1.15103,1.52124,1.51327,1.81121,2.85927,2.5929,1,1.19253,0.519595
-0.0754744,1.09147,0.865,1.3891,-0.217798,1.09006,0.613035,1.78637,0.58933,1.7882,0.648325,1.27188,1,2.15125,0.430573
